Sign_ID,Unnamed: 0,ID,Easting,Northing,Altitude,Retro,Angle,Distance,UTC,Long,Lat,Pic
1,87678.0,16208319.0,754988.183,3741747.331,302.378,0.788,0.4281,15.86,62422.2213,-84.246150175,33.785185404,10304
1,87679.0,16208320.0,754988.178,3741747.299,302.214,0.796,0.41781,15.824000000000002,62422.22132999999,-84.246150235,33.785185113000004,10304
1,87680.0,16208321.0,754988.179,3741747.296,302.038,0.796,0.40753,15.757,62422.22136,-84.24615023,33.78518509,10304
1,87681.0,16208322.0,754988.178,3741747.286,301.867,0.8,0.39724,15.7,62422.2214,-84.24615024,33.785185002,10304
1,87682.0,16208323.0,754988.174,3741747.257,301.705,0.804,0.38695999999999997,15.667,62422.22143,-84.246150294,33.785184736,10304
1,87683.0,16208324.0,754988.172,3741747.243,301.538,0.804,0.37667,15.619000000000002,62422.22146,-84.24615031399999,33.785184609,10304
1,87684.0,16208325.0,754988.17,3741747.223,301.374,0.812,0.36639,15.579,62422.221489999996,-84.24615034600001,33.785184433000005,10304
1,87685.0,16208326.0,754988.169,3741747.212,301.207,0.812,0.3561,15.530999999999999,62422.221529999995,-84.24615035800001,33.785184338,10304
1,87686.0,16208327.0,754988.169,3741747.209,301.039,0.812,0.34581999999999996,15.479000000000001,62422.221560000005,-84.246150356,33.785184303,10304
1,87687.0,16208328.0,754988.17,3741747.206,300.872,0.804,0.33553,15.427,62422.22159,-84.246150353,33.785184277,10304
1,87803.0,16208444.0,754988.324,3741747.372,302.4,0.78,0.43846999999999997,15.535,62422.23458,-84.246148641,33.785185736,10304
1,87804.0,16208445.0,754988.322,3741747.354,302.232,0.796,0.42818999999999996,15.482000000000001,62422.23461,-84.246148669,33.785185579,10304
1,87805.0,16208446.0,754988.318,3741747.327,302.07,0.788,0.4179,15.440999999999999,62422.23465,-84.246148715,33.785185339,10304
1,87806.0,16208447.0,754988.316,3741747.311,301.905,0.796,0.40762,15.390999999999998,62422.234679999994,-84.246148741,33.785185192,10304
1,87807.0,16208448.0,754988.317,3741747.308,301.735,0.796,0.39733,15.328,62422.234710000004,-84.24614873600001,33.785185167,10304
1,87808.0,16208449.0,754988.312,3741747.274,301.579,0.804,0.38705,15.300999999999998,62422.23475,-84.246148799,33.785184862,10304
1,87809.0,16208450.0,754988.312,3741747.267,301.413,0.816,0.37676,15.247,62422.23478,-84.246148804,33.785184797,10304
1,87810.0,16208451.0,754988.309,3741747.245,301.253,0.808,0.36648000000000003,15.210999999999999,62422.23481,-84.246148842,33.7851846,10304
1,87811.0,16208452.0,754988.307,3741747.228,301.093,0.808,0.35619,15.172,62422.23484,-84.24614887,33.785184444,10304
